x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,gesture
0.6498085260391235,0.46989676356315613,0.7500188946723938,0.4322941303253174,0.8495746850967407,0.3401409089565277,0.882401168346405,0.2433779537677765,0.8721719980239868,0.1547931730747223,0.7912490367889404,0.22371390461921692,0.8049860596656799,0.1631542146205902,0.7883034944534302,0.24215489625930786,0.7737782597541809,0.314618319272995,0.7215442061424255,0.22351928055286407,0.7357347011566162,0.17104381322860718,0.7180019617080688,0.2721239924430847,0.7072786688804626,0.35176631808280945,0.6523659229278564,0.2353769987821579,0.6574419140815735,0.1940985769033432,0.6512886881828308,0.296429842710495,0.6496387720108032,0.36951708793640137,0.5804513096809387,0.25561007857322693,0.5861008167266846,0.21807898581027985,0.594147264957428,0.29406771063804626,0.5996661186218262,0.3490489423274994,A
0.6509961485862732,0.5242937803268433,0.7536002397537231,0.4741334915161133,0.8259199857711792,0.3667433559894562,0.8424319624900818,0.27078261971473694,0.8276268839836121,0.19806361198425293,0.7598097920417786,0.2895022928714752,0.7769619822502136,0.2147400677204132,0.771304190158844,0.28420108556747437,0.7643477320671082,0.3556424081325531,0.6923569440841675,0.3004031181335449,0.7114562392234802,0.22634272277355194,0.7122901678085327,0.3138439953327179,0.7115609645843506,0.39021360874176025,0.6262993812561035,0.3206613063812256,0.6491132974624634,0.26950305700302124,0.6563615798950195,0.3587913513183594,0.658004641532898,0.424059122800827,0.5577842593193054,0.347383052110672,0.5880901217460632,0.2983872890472412,0.596786618232727,0.36308467388153076,0.5961719751358032,0.41366785764694214,A
0.6006686091423035,0.5311170816421509,0.6857460737228394,0.4720389246940613,0.7466193437576294,0.3846499025821686,0.769445538520813,0.30720558762550354,0.7647660970687866,0.2371947467327118,0.7014641761779785,0.3043082356452942,0.7091031074523926,0.23798947036266327,0.7131822109222412,0.2859058380126953,0.7152289748191833,0.34446588158607483,0.6427179574966431,0.3102714419364929,0.6544109582901001,0.24303175508975983,0.6602630019187927,0.31001606583595276,0.6650086045265198,0.3766516447067261,0.5821534395217896,0.3252342641353607,0.6011848449707031,0.27354681491851807,0.6096746921539307,0.3493497967720032,0.6142750978469849,0.41263774037361145,0.5218774080276489,0.3487459719181061,0.5503748655319214,0.30409151315689087,0.5643012523651123,0.36177486181259155,0.5687234997749329,0.413469135761261,A
0.2790275812149048,0.8483141660690308,0.3704327940940857,0.7839217782020569,0.44258415699005127,0.6872174143791199,0.45479241013526917,0.5970388650894165,0.44997429847717285,0.5186275243759155,0.3886662721633911,0.6141495704650879,0.3987092077732086,0.549426257610321,0.3884574770927429,0.6105221509933472,0.3826860785484314,0.677675724029541,0.3235529065132141,0.6245753765106201,0.3350684940814972,0.5644326210021973,0.33091533184051514,0.6407581567764282,0.3333424925804138,0.7137193083763123,0.2597230076789856,0.6426231861114502,0.2692241072654724,0.5954523682594299,0.2756456136703491,0.6779428720474243,0.284699946641922,0.7451761364936829,0.19376827776432037,0.6694303750991821,0.20875714719295502,0.6222465634346008,0.22157999873161316,0.6847440600395203,0.22950740158557892,0.7386206388473511,A
0.5924490690231323,0.7427725791931152,0.6827434301376343,0.6984467506408691,0.7527554035186768,0.5836573243141174,0.7636809349060059,0.4815736711025238,0.757099986076355,0.4011749029159546,0.6822533011436462,0.5066508650779724,0.696866512298584,0.43320074677467346,0.6910178661346436,0.49788904190063477,0.6837040781974792,0.5658350586891174,0.617002546787262,0.520876407623291,0.6282030940055847,0.44379866123199463,0.6304691433906555,0.5291351079940796,0.6323629021644592,0.6035861968994141,0.5552238821983337,0.5436708927154541,0.5670450925827026,0.49237260222435,0.5779615640640259,0.5833898782730103,0.5844001770019531,0.6472597122192383,0.4918023347854614,0.5718686580657959,0.5089208483695984,0.5244297385215759,0.5206410884857178,0.5914766788482666,0.5256292223930359,0.6397650837898254,A
0.48096176981925964,0.8413825631141663,0.5862413644790649,0.7859249114990234,0.6659281253814697,0.693320631980896,0.7300347089767456,0.612311601638794,0.7756437063217163,0.55035400390625,0.5699248313903809,0.6065670251846313,0.5898111462593079,0.5107871890068054,0.6075794696807861,0.4370843172073364,0.6216436624526978,0.3801158368587494,0.504318118095398,0.5913152694702148,0.518980860710144,0.4828653335571289,0.5353575944900513,0.40882834792137146,0.5506293177604675,0.3459811806678772,0.43372732400894165,0.5847150683403015,0.4393741190433502,0.48444488644599915,0.4503006935119629,0.40806129574775696,0.45966991782188416,0.3408815264701843,0.35660725831985474,0.5887989401817322,0.35373353958129883,0.501724123954773,0.35684773325920105,0.4414387345314026,0.36186468601226807,0.39019957184791565,A
0.5103165507316589,0.6878037452697754,0.585243821144104,0.6224703788757324,0.6351183652877808,0.5401634573936462,0.6340751647949219,0.46315905451774597,0.623580276966095,0.3988521695137024,0.5829504728317261,0.47720587253570557,0.5711945295333862,0.4186769723892212,0.570404052734375,0.4723498523235321,0.57524573802948,0.5180838108062744,0.5299302339553833,0.4883019030094147,0.5196442604064941,0.436816543340683,0.5302149653434753,0.5073875188827515,0.5419381260871887,0.5479868054389954,0.4814797341823578,0.5085011720657349,0.47325241565704346,0.457607239484787,0.48843106627464294,0.530354917049408,0.4994197189807892,0.5701513886451721,0.4330344498157501,0.5375030040740967,0.43379276990890503,0.4905402362346649,0.4473915100097656,0.5435978770256042,0.4541964530944824,0.5785279870033264,A
0.4359228014945984,0.6714738011360168,0.5248473882675171,0.5824337005615234,0.5752605199813843,0.45825955271720886,0.5518568158149719,0.35503244400024414,0.5090214014053345,0.27706748247146606,0.45766913890838623,0.3796445429325104,0.4465967118740082,0.303995281457901,0.4708899259567261,0.3802835941314697,0.4931615889072418,0.44940176606178284,0.39312079548835754,0.40972909331321716,0.3851107954978943,0.33496809005737305,0.4264277219772339,0.43232059478759766,0.45893701910972595,0.5044693946838379,0.3334665298461914,0.4499915540218353,0.33067575097084045,0.37768131494522095,0.37930774688720703,0.4745852053165436,0.4116351306438446,0.5448851585388184,0.2738456130027771,0.5030019879341125,0.28274038434028625,0.4345256984233856,0.32804322242736816,0.5011712908744812,0.35486191511154175,0.5585237145423889,A
0.3789447844028473,0.5406528115272522,0.47532030940055847,0.4715564250946045,0.5439772605895996,0.36546871066093445,0.5561651587486267,0.26845455169677734,0.546360433101654,0.18940845131874084,0.4814920425415039,0.2814909815788269,0.4869728684425354,0.21154122054576874,0.48748278617858887,0.2789924740791321,0.49278610944747925,0.35122114419937134,0.4098656177520752,0.2941853702068329,0.41829243302345276,0.22572731971740723,0.4258534908294678,0.3141896724700928,0.43697473406791687,0.3971417546272278,0.3417477607727051,0.31492623686790466,0.3526824414730072,0.2726295292377472,0.3683297336101532,0.36469393968582153,0.38244909048080444,0.4356194734573364,0.2744770646095276,0.3443060517311096,0.2926177978515625,0.3072071075439453,0.3082801401615143,0.38009965419769287,0.3194335401058197,0.4365840554237366,A
0.517320454120636,0.6105353236198425,0.6102734804153442,0.4868238568305969,0.6510711312294006,0.3398897051811218,0.6154073476791382,0.23040232062339783,0.5731026530265808,0.1471066027879715,0.5008325576782227,0.24922946095466614,0.5144568085670471,0.16474649310112,0.5664710402488708,0.24576982855796814,0.5994290709495544,0.33014097809791565,0.43104028701782227,0.28420862555503845,0.44980326294898987,0.18408440053462982,0.5162166953086853,0.28700605034828186,0.558300793170929,0.3810993731021881,0.3607146739959717,0.3309517502784729,0.39597928524017334,0.24418339133262634,0.4673713743686676,0.3541400730609894,0.5044744610786438,0.4445490539073944,0.2883824110031128,0.395671546459198,0.34271255135536194,0.31820598244667053,0.40758395195007324,0.3920913338661194,0.4375644326210022,0.46281367540359497,A
